student_key,subject_key,assignment_name,assignment_due_date,assignment_status,grade_feedback,guardian_signature
5369,6,Shake head about.,2024-10-08,done,A+,Yes
3761,1,Financial trip view.,2024-12-04,done,B,No
6822,5,Instead size.,2025-03-04,not done,C,No
4006,2,Congress compare.,2024-09-21,done,B-,Yes
10657,4,Next dinner notice.,2024-11-30,done,B-,n/a
5459,5,Tv treat throughout.,2024-09-30,not done,F,No
3227,1,Too way position.,2024-09-16,not done,A,No
10465,4,Next impact.,2025-02-01,pending,F,n/a
11933,6,Few interesting responsibility.,2024-10-21,not done,B-,n/a
8942,2,Local news require.,2024-10-03,done,D,No
9507,5,Whom tonight tell.,2024-09-08,not done,C-,n/a
8172,4,Sport nature create.,2024-11-04,done,D,n/a
5324,4,Film interest.,2025-01-09,done,C-,Yes
3999,3,Moment wear manager next.,2025-02-05,not done,A+,No
2104,2,Else.,2025-01-18,pending,D,No
10155,4,Author goal responsibility.,2024-10-26,done,C-,n/a
8681,5,Despite although.,2025-03-09,done,A+,No
2405,5,Blue let reflect.,2024-09-26,done,D,No
10752,2,Economy you certain.,2025-02-05,done,F,Yes
11767,5,Resource.,2025-01-31,pending,B-,n/a
5873,2,Later month.,2025-02-09,done,B,n/a
235,3,Can wife control.,2024-10-22,done,B-,n/a
11475,1,Though quality commercial.,2024-12-06,not done,B-,Yes
1997,4,Head walk.,2025-02-24,not done,D,Yes
12121,2,Over.,2024-11-11,done,F,No
4516,5,Wind effect.,2024-09-16,pending,F,Yes
1898,4,Weight than.,2025-01-04,not done,F,Yes
5804,1,Eat simply.,2024-11-14,pending,C-,Yes
4889,4,Community experience pretty.,2024-09-27,not done,C,Yes
4506,5,Discover respond newspaper.,2025-01-31,not done,F,n/a
11274,3,Nor return.,2024-09-14,not done,B,No
6580,3,Perform benefit.,2025-01-29,done,B-,No
804,3,Our example.,2025-01-25,done,D,Yes
3757,6,Course.,2024-09-26,done,C,No
832,1,Half find.,2024-09-10,pending,A+,n/a
1088,4,Quality relationship.,2025-03-05,done,B,Yes
1627,5,Environment store.,2024-12-18,done,F,Yes
4299,3,Lot.,2025-03-07,done,F,n/a
11827,6,Will institution.,2024-12-28,not done,F,No
12142,3,Pretty government.,2025-01-27,done,B-,No
4891,4,Sign.,2025-03-04,done,A+,No
10541,4,Kitchen.,2024-12-24,done,A,n/a
5780,2,Eye.,2024-10-18,not done,C,No
8050,1,Single amount anything.,2024-09-20,done,F,No
3775,5,Happy business itself.,2024-09-09,pending,A+,Yes
7147,3,Writer.,2024-10-24,done,B,Yes
2890,3,Stand cup.,2025-02-18,done,B,n/a
9666,3,Best somebody anything.,2024-10-21,done,F,No
7824,1,News cup you.,2025-02-11,done,B,n/a
7554,3,Catch imagine late.,2024-10-10,done,C-,n/a
1940,3,This.,2025-02-06,not done,D,n/a
5716,5,Role.,2025-02-25,not done,A,n/a
577,5,Blood also.,2025-02-08,pending,B-,n/a
4654,1,Impact very.,2025-01-04,not done,F,Yes
3335,4,Structure century skill.,2024-11-08,not done,B-,No
10798,4,Role order.,2024-10-13,pending,B,n/a
5156,3,Dream everyone.,2024-12-02,done,B-,n/a
6165,1,Safe for.,2024-11-27,done,A,No
8566,6,Reflect option.,2024-10-05,done,B-,Yes
4547,6,Where rule school parent.,2024-11-19,done,C,No
9614,3,Argue offer live.,2025-02-04,done,A,Yes
1138,2,Big form investment.,2024-11-04,not done,A+,n/a
5239,5,Education goal.,2024-10-09,done,C,n/a
851,1,Mouth region it.,2024-12-19,pending,A+,Yes
8142,5,Land ever military.,2024-10-08,pending,F,No
10870,5,Fire husband.,2024-12-10,done,A,Yes
8085,6,From speak why.,2024-11-27,done,D,No
7620,1,Somebody leg letter.,2024-10-17,done,F,Yes
3338,3,Enjoy information mind.,2025-01-01,pending,A+,No
5913,6,However dream allow.,2024-09-26,not done,A+,n/a
1690,2,Room.,2024-12-21,done,D,n/a
3278,1,Although role toward.,2024-11-08,not done,C,Yes
1848,1,A firm.,2024-09-25,pending,C-,n/a
1820,2,Politics still.,2025-02-23,done,C-,No
690,3,Town.,2024-10-25,done,F,No
10878,1,Sense little describe.,2025-01-02,not done,A+,Yes
5991,1,Exist nice hot.,2024-12-06,pending,D,Yes
7345,2,Song piece care.,2024-12-09,pending,A,n/a
6360,1,Or meeting.,2024-09-28,not done,B-,n/a
9909,4,Sell plan.,2024-12-07,not done,F,n/a
10062,6,Sell figure.,2024-12-22,not done,F,Yes
7031,6,Final hair.,2024-09-25,done,A,No
9871,4,Stuff machine man.,2024-12-21,done,F,No
11167,5,Listen word risk.,2024-12-13,not done,A,No
11419,2,Management begin.,2025-01-05,not done,C,Yes
10852,6,Fly performance.,2025-02-13,pending,C-,n/a
11764,3,Window produce single pressure.,2024-10-17,not done,A+,Yes
1759,5,Amount gun.,2024-09-09,not done,A,No
641,4,Raise energy.,2024-12-27,done,A,No
10758,4,Summer whom.,2025-02-19,done,C-,n/a
2764,2,Sing grow world.,2024-11-27,pending,B-,Yes
11680,6,Law game marriage.,2024-12-12,pending,C,n/a
11563,4,Really.,2025-03-08,done,A,Yes
2173,4,Sound beat.,2025-01-24,not done,D,No
549,2,Expect over.,2025-01-18,done,A,No
425,2,Newspaper.,2024-10-25,done,F,Yes
9055,1,Him class staff.,2025-03-09,pending,B-,Yes
1418,3,Weight state.,2025-01-04,done,B,n/a
6558,6,Language.,2025-03-03,done,C-,n/a
3380,4,Any down.,2024-12-04,pending,A+,Yes
8348,3,Create commercial many.,2025-02-04,not done,A+,Yes
3565,4,Option much.,2024-10-04,done,A,No
7420,6,Finish which if.,2025-02-20,done,B-,No
6050,5,Sit population.,2024-09-11,pending,F,n/a
11963,4,Right institution current.,2024-10-15,done,F,No
7659,6,Well fire owner play.,2025-03-04,pending,A,n/a
5336,1,Share while them.,2024-11-07,done,C,n/a
2382,6,Identify different.,2025-02-22,not done,C,Yes
8852,5,Four everybody.,2024-10-03,pending,A,Yes
8678,6,Car skin.,2024-12-06,not done,A,Yes
11427,6,Wrong especially third.,2024-09-23,done,C-,n/a
7727,2,Body serious.,2024-10-04,not done,B-,No
3215,3,Trip but especially.,2024-11-20,done,D,Yes
387,5,Someone itself.,2024-12-11,done,F,No
5774,5,Mean executive.,2024-12-18,done,B-,n/a
4269,4,Site current.,2025-03-01,pending,D,Yes
2296,2,Break vote.,2025-02-17,not done,B,No
9352,2,It.,2024-11-17,done,B-,Yes
6770,1,Cultural executive treat know.,2024-11-22,not done,B,No
2956,6,You since.,2025-03-08,not done,B,n/a
7310,2,Result view.,2024-10-27,done,D,No
9326,6,Space especially.,2025-02-13,not done,A+,Yes
10857,1,Woman total movie.,2025-01-30,not done,A,n/a
848,6,Production least.,2025-02-12,done,F,Yes
4238,3,Later mother activity.,2024-10-28,done,D,No
10231,1,Address right far.,2024-10-09,not done,C-,No
1301,2,Lead reality friend.,2024-12-28,not done,A+,Yes
7377,1,Else.,2024-10-04,not done,D,Yes
8873,2,Trip lead history.,2024-12-30,done,B-,Yes
6758,1,Couple decade read.,2025-02-22,done,D,Yes
2134,2,Miss budget fall.,2025-03-06,not done,C-,n/a
6209,4,Drug catch.,2024-11-11,done,C-,n/a
11602,5,Article military American.,2024-12-13,done,C-,n/a
10473,3,Though.,2025-01-18,not done,B-,Yes
997,6,Paper politics focus.,2025-01-22,not done,C-,No
12104,4,Professor bad.,2024-10-09,done,F,No
10615,4,Yourself sea.,2025-01-13,done,B,No
5484,1,Be true.,2025-01-24,done,F,No
9270,6,Daughter phone.,2024-12-17,not done,C-,n/a
8401,2,Stuff television.,2024-09-13,done,B,Yes
10210,2,Community its.,2024-12-13,done,A+,n/a
6473,5,Bring half tend.,2024-12-02,done,B,Yes
4032,4,Attack toward.,2025-02-22,done,F,n/a
4972,1,Ball door yeah.,2025-01-18,not done,C-,Yes
11250,2,Somebody partner.,2024-11-22,done,C,n/a
2895,5,Student begin sister.,2024-10-29,not done,B-,Yes
4109,2,Window source.,2024-12-13,done,F,n/a
1590,4,Southern back.,2024-12-28,pending,C,n/a
1692,2,Writer memory.,2025-02-04,not done,A,n/a
10821,2,Agent wish.,2024-12-16,done,D,No
6532,6,Contain space report role.,2025-01-21,not done,B,Yes
12150,6,Military same.,2024-12-23,done,B,No
3900,3,Show together see himself.,2024-12-24,done,A+,n/a
6658,4,Report join.,2024-10-03,not done,C,n/a
675,3,Our technology he.,2024-10-28,not done,D,n/a
7513,2,Baby court.,2025-01-08,not done,C-,No
8976,6,Hour a.,2024-12-02,pending,F,Yes
1168,6,Write everyone.,2025-01-20,not done,D,n/a
520,2,Finish sit.,2024-09-21,done,C-,Yes
139,2,Within reason.,2024-09-25,not done,D,No
67,6,Clear brother.,2024-11-20,done,A,No
6971,3,Run sure business company.,2024-09-16,not done,A,Yes
8521,2,Successful.,2024-12-15,not done,A+,n/a
5590,3,Model like.,2024-12-11,pending,C-,Yes
10873,2,North general study.,2024-12-11,done,B,No
10457,2,Water.,2024-11-26,pending,A+,No
10063,1,Administration tax.,2024-09-17,done,F,No
167,2,Only know.,2024-10-04,done,C,No
3207,4,Live.,2025-02-05,pending,F,Yes
10832,4,Smile science.,2025-02-03,done,B,Yes
9161,1,Relate career.,2024-10-02,done,F,n/a
4038,5,Civil task realize.,2025-01-29,done,A,n/a
10167,3,Yes.,2025-02-15,not done,A+,n/a
11264,2,First student by.,2024-11-09,done,A+,No
3656,4,Town strategy land.,2024-12-21,not done,B,Yes
1984,6,Story hospital turn none.,2024-11-30,done,F,Yes
8502,6,Fire miss TV.,2024-12-12,pending,C-,No
6727,4,Performance special kind.,2024-10-09,done,C-,n/a
9807,5,Majority peace.,2025-01-12,pending,F,No
9251,1,East me.,2025-01-15,done,B,Yes
7386,6,Chair author term.,2025-02-22,done,F,Yes
11158,2,Him sell.,2025-01-16,not done,B-,n/a
1698,6,Morning strategy.,2024-11-10,not done,F,No
8715,3,Recent price.,2024-12-07,done,C,n/a
4733,3,Young beyond message.,2025-02-26,not done,B-,No
2708,6,Mrs end matter.,2024-09-24,done,B,No
8983,2,Poor program.,2024-10-17,done,C-,Yes
2921,2,Small health.,2025-03-03,done,C-,Yes
8360,2,Those him.,2024-09-19,pending,B,Yes
5509,1,Before interesting answer.,2024-09-12,done,A+,No
10296,4,Person most.,2024-11-14,done,D,n/a
374,2,Foreign still.,2025-02-01,done,A,n/a
3389,4,Interest world generation.,2025-02-19,done,A+,Yes
3053,3,Easy away fund.,2025-01-02,done,F,n/a
852,1,If have born.,2024-09-10,done,F,No
8355,6,Interesting quickly north term.,2025-02-15,done,C-,No
4166,5,Even.,2025-01-31,done,A+,No
11020,6,Fear ground.,2025-01-20,pending,B,Yes
12118,4,Economy section want.,2025-02-27,done,C-,No
11796,2,Strong manager success.,2024-12-04,done,C-,n/a
728,3,Least significant person.,2024-11-13,pending,A,No
4787,5,Dark feel turn.,2025-03-03,done,C,n/a
11288,6,Catch record television race.,2025-03-06,done,B,Yes
7796,6,You right man.,2024-09-15,pending,F,n/a
7561,2,Since floor.,2024-12-09,not done,D,No
3324,1,Artist difficult quite.,2024-10-27,done,C-,n/a
6938,3,Part.,2025-02-12,done,B-,n/a
1501,3,Keep Democrat.,2025-02-23,not done,B-,n/a
7114,1,Plan member mind attention.,2025-01-21,not done,C-,Yes
10197,2,Service religious little.,2025-01-18,not done,A,Yes
7588,1,Allow note issue.,2024-09-08,not done,A+,Yes
11466,2,Boy day.,2024-12-07,done,C-,Yes
6816,4,Share plan then.,2024-12-12,done,A,Yes
5012,5,Field computer necessary.,2024-12-12,done,A,n/a
4667,4,Thank yourself.,2025-01-06,done,B-,No
8606,4,Raise defense.,2025-01-21,done,C-,n/a
2448,4,Quality.,2025-03-07,pending,B-,Yes
4515,3,Always visit kind.,2025-01-02,done,A,Yes
483,5,Individual may show.,2024-10-15,done,C-,Yes
217,4,Field discover Republican.,2024-11-18,done,B,Yes
7797,4,Specific former send why.,2024-12-15,not done,A,n/a
10707,4,Option of.,2025-01-20,not done,A,Yes
5338,4,Outside relationship.,2024-11-30,done,B-,n/a
7296,1,Final home large.,2025-01-07,done,A,No
3607,1,Quality direction.,2025-02-03,done,C,n/a
10652,6,Couple employee financial.,2024-10-16,done,F,Yes
10333,1,Some low method either.,2024-11-04,done,A,No
6179,1,Ready sometimes board.,2024-10-05,not done,A,No
3376,2,Too study.,2024-12-19,done,C-,No
10889,4,Best stay stock.,2025-01-29,done,F,No
7123,5,Soldier those.,2025-01-15,done,A,Yes
1579,5,Study follow since.,2025-03-05,done,B-,No
10460,4,Gas structure.,2024-11-14,pending,A,No
5946,5,Sometimes story.,2024-11-22,done,C,No
5431,2,Suffer firm.,2025-02-02,not done,C-,Yes
5970,4,Right star follow.,2025-01-17,done,B,No
3211,4,Performance bed.,2024-10-22,not done,B-,n/a
7868,6,Across actually.,2024-09-23,done,D,n/a
11307,4,Carry other figure.,2024-12-27,done,C-,No
575,2,Appear standard.,2024-12-11,done,B,Yes
5478,5,Raise effect plant.,2024-10-26,done,C,No
151,3,Get woman.,2025-02-17,done,A,n/a
5660,6,Word two radio.,2025-02-22,not done,C-,Yes
7387,1,Throw college.,2024-10-19,not done,F,Yes
2385,6,Music want something.,2024-10-04,not done,F,Yes
2647,5,Speech reach easy.,2025-01-15,not done,C-,n/a
8768,1,Law standard.,2025-02-13,done,D,n/a
7127,4,Ground skin product.,2025-02-19,pending,F,n/a
6369,5,Same these.,2025-03-07,not done,D,n/a
8501,2,Player election painting.,2024-10-25,done,F,Yes
7652,6,Point form study.,2024-11-01,not done,B,n/a
11215,6,Line.,2025-02-27,not done,C-,Yes
11214,5,Air town.,2024-11-08,not done,B,n/a
9087,2,Program especially town.,2024-09-09,done,C,Yes
10875,5,People early so building.,2024-11-14,done,D,No
1571,1,Service opportunity special.,2025-02-10,done,D,Yes
10065,2,Attack buy chair.,2025-01-26,not done,A+,Yes
4121,2,Those save realize.,2024-10-20,done,C,n/a
6383,4,Vote lot.,2024-12-21,not done,C-,Yes
5548,1,Brother.,2025-01-12,not done,D,n/a
7873,1,As.,2024-10-02,not done,B,n/a
5424,3,Since science.,2025-02-24,pending,C-,n/a
3720,5,Keep tend.,2025-01-09,not done,D,Yes
855,2,Also born sing.,2024-10-01,done,D,No
3624,6,Southern phone ok.,2025-03-01,done,D,No
10782,3,Trial thank it.,2024-10-05,not done,A,No
7934,3,Kitchen dark over sea.,2024-10-02,done,A,Yes
5575,1,Stay reflect painting job.,2024-11-15,not done,B,Yes
3834,2,Senior responsibility.,2024-11-28,not done,D,Yes
3808,6,Send parent.,2024-11-25,done,A+,No
3352,3,Order action.,2024-09-21,pending,B,n/a
9593,1,Ready finally.,2025-02-17,pending,C-,n/a
3403,4,Develop or recently.,2024-11-15,done,C,No
7595,6,Phone mention catch.,2024-12-03,not done,C,n/a
2303,5,Protect bit.,2024-12-23,not done,A+,n/a
8294,6,Teach water.,2025-01-05,not done,D,n/a
10430,4,Left buy.,2024-10-22,pending,B,Yes
8986,1,Its often able.,2024-12-25,not done,A,No
10822,6,Enough series necessary.,2024-12-31,pending,C,n/a
930,6,Likely population.,2025-01-14,pending,C,n/a
1342,5,Quickly direction.,2024-10-19,done,A+,Yes
471,1,Professor cultural subject.,2024-09-30,done,A,No
11996,4,Republican president pattern.,2024-09-09,done,A+,Yes
11141,1,Forget officer.,2025-02-23,not done,B,Yes
4703,1,Specific before fly Congress.,2025-02-05,not done,F,No
3339,1,Through article able.,2025-01-01,not done,A,No
2910,1,Note new mention.,2024-10-25,not done,C-,n/a
8095,5,Suggest century series.,2025-02-05,not done,B-,Yes
633,1,Name.,2024-10-27,done,C-,Yes
5519,4,Choose dog health.,2024-12-04,not done,C,No
3680,6,Economy today.,2025-02-14,not done,B-,No
9607,6,That subject.,2024-11-30,done,F,Yes
11459,4,Either member.,2024-12-13,done,A,n/a
1370,3,Police.,2024-10-31,done,A+,n/a
8764,6,Director nature.,2024-09-21,pending,D,n/a
2756,3,Itself difference.,2024-09-21,not done,B-,No
7364,3,Spring senior individual benefit.,2024-12-03,done,D,No
4479,4,Article again.,2024-11-19,done,A,n/a
7371,5,Light leg evidence.,2024-11-29,not done,C-,Yes
1821,3,Everything pass.,2024-09-12,not done,B,Yes
12059,3,Heart herself local turn.,2025-01-27,done,B,No
5416,5,So no.,2025-01-05,pending,F,n/a
10556,6,Pressure although.,2024-10-05,done,F,Yes
3215,4,Face.,2024-10-19,not done,A,Yes
3770,2,Subject soon computer.,2024-10-10,pending,C-,Yes
4893,3,Treat lose.,2024-09-19,pending,D,Yes
10068,4,Conference arrive crime.,2024-09-14,done,A,Yes
8561,2,No exist action others.,2025-02-05,not done,F,No
2604,4,Its good must strong.,2025-02-02,done,C,No
6338,3,Price generation pretty.,2024-10-26,pending,C,No
6711,5,Trade more should on.,2024-12-19,pending,B-,No
5138,3,Main hospital.,2024-10-18,pending,F,n/a
7381,1,Little reduce with research.,2024-10-02,done,B,n/a
10211,4,Present bed father.,2025-02-18,not done,A,No
5268,4,Pm me sing.,2025-02-04,done,A,Yes
10760,5,Open.,2024-12-23,done,A,Yes
10751,4,Single become.,2025-02-09,not done,A+,Yes
9810,2,Ten assume.,2025-01-28,not done,A,No
5489,1,Lose idea.,2024-11-16,not done,D,No
889,1,If debate.,2025-02-24,done,D,n/a
770,2,Foot good imagine.,2025-03-07,not done,F,No
6995,6,Reach relate computer.,2024-10-17,not done,D,No
8896,3,Apply land us.,2025-01-18,not done,C,Yes
2939,6,Whole social.,2025-02-04,done,D,Yes
4273,6,Very very work west.,2024-09-12,done,D,Yes
5808,6,According usually.,2025-01-12,done,C,n/a
8680,2,Here evening.,2024-11-03,done,B,Yes
11755,5,Account step particular.,2024-11-05,done,B,Yes
6053,4,Assume down day.,2024-12-07,not done,A+,n/a
128,6,Name stop.,2024-09-18,pending,F,Yes
9146,5,Past campaign door.,2024-09-30,pending,A+,Yes
6967,1,Can inside.,2024-12-13,done,A,Yes
2220,2,Find improve.,2024-12-22,done,C-,n/a
11722,5,Of top necessary.,2024-12-30,not done,C,Yes
10886,4,Yourself generation expert.,2024-10-23,done,D,Yes
2682,3,It benefit wish church.,2025-02-24,done,A,Yes
10309,2,Traditional operation.,2024-12-07,not done,C-,n/a
3852,4,Purpose camera rock.,2024-10-20,pending,B-,n/a
986,3,Physical notice.,2025-03-06,not done,F,No
597,4,Animal gas.,2025-02-24,done,C,No
2632,4,Carry result official.,2024-10-26,not done,B-,n/a
7798,6,Improve well.,2025-01-10,not done,F,No
973,1,Run church everyone.,2025-02-13,not done,F,Yes
7937,6,Production ask guess.,2025-02-02,pending,D,Yes
1103,4,Which pressure ask visit.,2024-12-18,done,A,n/a
7208,6,Easy run.,2024-09-13,done,A+,n/a
2425,3,Election.,2024-09-18,done,D,n/a
4344,3,Anything indeed determine.,2024-11-10,done,C,Yes
10893,4,Order decide.,2024-09-18,done,B-,Yes
2630,6,Blue Mrs happy.,2024-12-13,pending,C-,n/a
5001,5,Grow break sing goal.,2025-03-05,pending,F,No
4258,5,Grow have let.,2025-01-26,pending,A,n/a
10355,5,Lose country at.,2024-11-02,done,C-,No
11350,1,Home responsibility necessary.,2024-09-30,done,B,Yes
10936,2,Structure early.,2025-02-11,not done,C-,Yes
8190,6,Nature training mean.,2024-11-14,done,C-,No
908,3,Week we tree.,2024-11-06,done,C,n/a
5203,1,Western send miss.,2024-11-09,done,B,Yes
8453,3,Computer Democrat reveal.,2025-01-31,done,C-,Yes
4018,1,Real.,2025-02-14,done,A+,Yes
6119,3,Activity development wall.,2024-12-22,pending,F,n/a
12100,6,Have.,2025-02-05,not done,A+,Yes
909,2,Possible sit responsibility.,2025-01-04,pending,F,No
1898,4,Left argue.,2024-11-22,done,F,Yes
5834,3,Change pattern.,2024-12-02,done,B,Yes
11980,5,Once blue section.,2024-11-09,done,F,n/a
10376,5,West star say.,2025-02-19,done,A,No
1688,1,Read our.,2025-01-20,pending,D,n/a
4040,5,Speech.,2024-10-19,done,B-,n/a
6194,4,Election because address.,2024-12-31,not done,B-,Yes
6656,5,Also else.,2024-09-23,pending,A+,No
8679,1,Ten trouble.,2024-10-07,done,C,Yes
11842,6,Upon pass.,2024-09-30,not done,A,No
7452,2,Cause couple.,2025-02-25,not done,D,Yes
10105,1,Really two book front.,2024-09-15,not done,B,n/a
1641,3,Paper whose under.,2024-10-30,not done,A,No
1530,4,Whom day interest.,2024-12-12,done,F,n/a
3056,5,Church assume heavy.,2024-10-15,pending,C,n/a
3853,3,Game ahead center.,2024-12-05,pending,B,Yes
11255,6,Democratic situation statement evidence.,2024-11-30,not done,C,n/a
2324,1,Response food.,2024-11-04,done,C,n/a
4465,1,Truth trouble daughter.,2024-11-23,pending,B,Yes
10740,6,Perhaps trouble artist.,2025-01-25,not done,A+,No
4319,3,Standard must.,2024-12-20,not done,C-,n/a
6373,6,System player away.,2024-12-08,not done,B-,No
7250,6,Seven nearly.,2025-02-01,done,B-,Yes
2989,4,Character tend computer.,2024-11-19,pending,B-,n/a
8955,3,Population staff.,2024-12-04,done,F,Yes
9070,2,Little turn response reach.,2024-12-20,done,D,n/a
6795,3,Hold control.,2024-11-30,pending,B-,No
4817,6,Political lose.,2025-01-13,pending,C,No
1596,1,Foreign success.,2025-01-23,not done,B-,No
4110,2,Both north college.,2024-11-02,done,C,No
6356,1,Between modern.,2024-11-02,done,C-,No
928,1,Billion will leave.,2025-01-09,done,C,No
2275,5,Sure positive shake.,2024-10-29,done,D,n/a
1064,2,Not business.,2024-11-17,not done,B,Yes
8881,5,My market cut despite.,2025-02-15,done,B-,No
6852,5,Trial sea.,2024-10-13,done,C,n/a
6610,3,Camera.,2025-02-20,done,A+,No
7182,2,Such believe.,2025-01-12,done,C,n/a
8917,1,Suggest tax light.,2024-10-14,not done,C-,No
3252,5,Support us.,2025-02-05,pending,C,Yes
1780,2,Each.,2024-09-17,not done,C-,Yes
3174,3,Fill product movement star.,2024-12-02,done,B-,No
10072,2,Development subject once.,2024-11-22,pending,F,n/a
3165,3,Perhaps.,2024-10-18,not done,D,No
10994,6,Back card actually beat.,2025-01-09,not done,D,Yes
7478,1,Sea program my.,2025-03-09,not done,B,Yes
7396,5,However history.,2025-01-25,not done,B-,Yes
11586,2,Training speak.,2025-02-25,not done,F,n/a
4569,4,Skill true apply.,2024-09-10,done,F,n/a
9329,3,Build past citizen.,2024-11-10,not done,B-,No
4101,2,Why role nice.,2024-10-13,done,B,No
11787,1,Campaign.,2024-12-14,pending,B,n/a
8021,2,Culture parent call.,2025-02-07,done,D,n/a
6804,5,Want attention TV.,2024-12-09,done,D,Yes
937,1,Feeling indeed nice.,2024-12-03,done,C,No
11238,4,Employee matter.,2025-03-07,done,B,No
1533,3,While buy.,2024-11-24,not done,C,No
4090,1,Several citizen.,2024-12-31,done,B,n/a
10881,6,Soon force meet computer.,2024-12-02,done,B-,n/a
7901,4,Will partner.,2024-09-22,pending,B-,Yes
10020,5,Floor even guess.,2024-11-15,done,C,n/a
9560,1,Collection shake report.,2025-01-30,not done,C-,Yes
8031,5,Evidence base energy.,2024-10-30,pending,C,No
4205,4,Science maintain.,2024-10-22,not done,B-,n/a
10062,3,Family shake eight.,2025-02-06,done,B,n/a
10504,3,Garden.,2024-11-28,done,A,n/a
5462,1,Strategy else.,2024-10-30,not done,A+,No
1668,2,By yeah wife.,2025-01-07,pending,C,Yes
9585,2,Know avoid.,2024-10-10,not done,B-,No
7821,6,Challenge floor serve.,2024-10-04,pending,B-,n/a
4974,5,Data fall class.,2024-12-31,not done,D,Yes
1072,1,Animal yard thought.,2024-12-26,done,B-,Yes
4584,2,Cover including.,2025-02-19,pending,C,n/a
5638,2,Ok war authority.,2024-09-24,done,C,No
260,5,Return human imagine.,2024-09-08,done,A,No
9310,4,Who spend.,2025-02-05,pending,F,Yes
9909,3,East imagine.,2025-02-11,done,C,n/a
9727,1,Hand what character four.,2025-02-15,done,A,Yes
11095,3,Heavy economy grow figure.,2024-10-01,done,A,n/a
6687,6,Old ready itself.,2024-11-06,done,A+,No
8964,3,Away carry issue.,2024-09-13,not done,C-,No
8926,4,Church much actually base.,2024-12-19,not done,C-,No
9747,4,Ability teach.,2024-11-28,not done,B-,n/a
6285,4,Force say coach.,2025-01-25,not done,B-,No
1121,5,Hand site.,2024-12-01,done,B-,n/a
3691,2,Lawyer arrive can tend.,2024-11-16,pending,C-,No
5961,6,Campaign six general.,2024-11-03,done,C-,No
9325,1,Hotel reach.,2024-11-25,done,C-,Yes
4017,6,Professor under only.,2025-02-20,not done,A+,Yes
10751,3,All move stay.,2024-09-30,pending,A+,n/a
7895,1,Position should night.,2024-11-03,not done,B-,Yes
8816,4,Big image during.,2024-12-17,not done,C,Yes
6805,6,Bad real important.,2024-12-15,not done,A+,No
11280,4,Provide.,2024-10-21,done,D,n/a
135,4,Speech stay.,2025-02-09,not done,A+,No
6582,2,Party accept field.,2024-12-24,done,A,n/a
4868,2,Something light sound.,2025-01-09,done,B-,n/a
5198,1,Throughout foreign writer.,2024-09-10,done,A+,n/a
4518,5,Piece west.,2025-02-26,not done,D,No
6206,2,Off air.,2025-03-03,done,C-,n/a
889,3,Hospital mission different.,2024-09-10,pending,F,No
1962,3,Add exist challenge.,2024-11-16,done,A,n/a
695,3,Miss throw.,2024-12-04,not done,F,No
3465,6,Old like woman.,2025-01-31,done,D,No
2571,4,Best story light across.,2024-12-23,not done,A,Yes
10657,2,Different body staff.,2025-02-11,done,B,No
10188,2,Degree race discuss.,2024-10-22,done,F,n/a
5176,5,Agency worry evening.,2024-12-06,done,A+,No
10447,1,Response leader.,2024-10-09,done,A,n/a
10336,3,Cut build.,2024-09-28,not done,F,No
5862,4,Issue hot.,2024-12-28,done,C,Yes
11586,3,In kid.,2024-12-11,done,D,n/a
7185,3,Available second happen.,2024-09-24,pending,D,No
2755,2,Able different.,2025-03-03,not done,A+,Yes
9369,6,Often usually.,2024-12-09,pending,A+,Yes
3058,1,Star long similar.,2025-03-02,done,C,n/a
2094,2,Partner beyond.,2025-03-07,not done,B,n/a
5248,3,Collection property.,2025-02-17,not done,F,Yes
10818,6,Glass painting time.,2024-09-16,done,D,Yes
7396,6,Say serious.,2024-12-02,not done,B,n/a
10589,3,Commercial guy still live.,2024-11-19,not done,B-,No
9418,4,Now partner.,2024-09-26,not done,C-,Yes
475,4,Rich act discussion.,2025-01-27,done,A+,n/a
390,3,Past fill company.,2024-11-09,done,D,n/a
6662,1,Remain authority state.,2025-01-13,not done,A,No
9295,1,Seven occur.,2024-09-09,pending,A,No
5190,2,Whom main difficult.,2024-09-30,not done,B,Yes
1440,3,Side it media successful.,2024-11-16,done,D,n/a
10073,5,Real near threat.,2025-03-02,done,C,No
7821,1,Ago wife economic.,2024-09-08,not done,D,n/a
11370,6,Shoulder reveal.,2024-09-17,done,B-,No
5552,2,Ever anything.,2024-09-09,done,A,No
12117,5,Democrat wait term.,2025-01-28,not done,A,No
89,3,Matter let compare.,2025-01-04,not done,C-,Yes
9549,6,Machine write player.,2025-02-15,pending,C,n/a
7718,3,Watch choice dark.,2024-09-25,not done,C-,No
1897,5,Operation phone.,2025-02-26,done,A+,No
723,1,Red wife everyone.,2024-09-10,not done,A,Yes
11138,3,But side.,2025-01-06,not done,B-,Yes
6731,2,Gun similar Mrs.,2024-09-19,not done,A,Yes
4206,1,Time visit.,2025-02-27,done,C,Yes
5758,6,Sit available large property.,2025-01-24,not done,F,n/a
7027,5,Left life.,2025-02-26,done,A,Yes
9974,4,Week also.,2025-01-01,not done,F,No
377,4,Draw might draw.,2024-12-26,not done,A,n/a
188,4,Eye pressure wrong interest.,2025-02-04,done,C,n/a
10276,3,Reflect sure society.,2024-10-04,pending,A+,No
3442,4,Five common realize.,2025-03-08,done,B,Yes
1260,5,Win event.,2024-09-09,done,A+,Yes
