Student_ID,Subject,Assignment_Name,Due_Date,Status,Grade_Feedback,Guardian_Signature
S07522,History,Doctor environmental end.,2/9/2025,notdone,C, 
S10343,History,Movement likely college.,1/9/2025,Pend,C,No
S10313,History,Mrs world bit.,9/21/2024,NOT DONE,A,Yes
S10546,English,Turn sign participant.,9/11/2024,Done,C,No
S10975,Science,Question girl would.,2/22/2025,Not Done,B,Yes
S09742,Arabic,Lawyer and.,1/29/2025, pending ,A+,No
S03099,Arabic,Stay administration left trouble.,2/16/2025,Not Done,B-,Yes
S10594,History,Nation represent.,1/1/2025,pending,F, 
S04379,Geography,Somebody bad crime over.,9/12/2024,DONE,F,No
S00491,Science,Some really.,2/28/2025,notdone,B-, 
S05008,Science,Truth support Mrs.,1/17/2025,PENDING,B, 
S08747,Science,Me near against.,12/3/2024, Done ,A+,Yes
S09628,Science,Part sit worker.,1/27/2025,notdone,C,Yes
S01630,Geography,Us relationship way.,1/30/2025,DONE,A, 
S08563,Science,These fear career.,10/11/2024,Not Done,F,Yes
S12130,Science,Number kitchen director.,12/29/2024,done,F,Yes
S09645,English,About again.,12/2/2024,Not Done,F,Yes
S09248,History,Dog community.,12/8/2024,done,A,No
S01205,Geography,Cup theory.,1/7/2025, not done ,A, 
S02207,History,Provide push part.,9/21/2024,notdone,C-,No
S08154,Geography,Knowledge commercial.,2/13/2025,NOT DONE,A,No
S08152,English,Senior walk effort.,9/23/2024,done,C, 
S00269,Math,Myself health try.,2/10/2025,Pending,F,No
S08103,Math,Far then stand.,9/19/2024,NOT DONE,F,Yes
S04173,Science,Good.,10/12/2024,DONE,B,No
S04181,Geography,Someone.,11/22/2024,DONE,C,No
S04620,Arabic,Anyone inside visit music.,1/28/2025,Pending,A+, 
S05129,History,Pay blood attorney.,11/10/2024, Done ,B, 
S05569,Geography,War.,12/5/2024,done,C-, 
S11214,Science,Fine expect authority.,10/30/2024,not done,F,Yes
S08659,Arabic,Prepare nothing majority ball.,11/22/2024,done,A,No
S10015,History,Seem should.,2/3/2025,Done,A+,No
S08405,Arabic,Collection phone.,12/13/2024,Done ,B-,Yes
S03995,English,Try data.,11/20/2024,notdone,B-,No
S03829,Science,Buy yet within.,11/27/2024,Done ,A+,Yes
S01956,Math,Little experience candidate.,12/2/2024,Pend,F, 
S00419,English,Couple thought.,3/7/2025, Done ,B,Yes
S04633,Science,Picture doctor.,1/29/2025,Done,C-, 
S09597,Math,Red actually away.,2/10/2025,Done,C,Yes
S07576,Math,Reduce far security.,11/2/2024,Done,A+, 
S10781,Geography,None low care sense.,1/6/2025,Not Done,D, 
S04648,English,One success.,12/29/2024,notdone,B-,No
S09463,History,Cause summer.,9/28/2024, not done ,F,Yes
S12147,Science,Many wish.,9/25/2024,Done,D,Yes
S09293,Geography,Difference pressure.,1/6/2025,Not Done,C-, 
S07872,Geography,Along however.,11/27/2024,Done ,A+, 
S04528,Math,Trip public.,1/18/2025,pending,A+,No
S08237,Arabic,School resource.,1/18/2025,Done,C,Yes
S03597,Math,Newspaper money third.,9/23/2024,not done,C,Yes
S07682,Geography,Phone continue.,1/18/2025,NOT DONE,A+, 
S11573,Geography,Easy that.,10/5/2024,Not Done,B-,Yes
S01980,Arabic,Drive the situation nothing.,11/8/2024,done,C, 
S00686,Math,Body hair.,10/12/2024,Done,C-,No
S07373,English,Either.,2/21/2025,NOT DONE,A+,Yes
S03423,History,Training mind us.,11/24/2024,Done,D,Yes
S01414,Math,Audience analysis such.,10/18/2024,Done ,D, 
S04900,History,Himself which.,9/10/2024,Done,D,No
S04095,English,Film own play.,12/16/2024,Not Done,C,Yes
S01030,Math,Purpose customer production suddenly.,3/8/2025,DONE,A,No
S03626,English,Task whole executive.,12/23/2024,Not Done,B, 
S00537,History,Instead travel great central.,1/18/2025, Done ,C,Yes
S08454,English,Sea hundred itself.,1/16/2025, Done ,F, 
S07586,History,Painting expect soon.,2/24/2025, pending ,A+,No
S01556,Math,Around show me.,1/24/2025, Done ,F,Yes
S04849,English,New challenge everything.,2/11/2025,DONE,A,Yes
S05526,Science,Quickly anything wind scientist.,12/3/2024, pending ,D, 
S04331,Math,He director report.,12/9/2024,Done ,D,No
S06223,Arabic,Thank art.,12/15/2024,Done ,B-,Yes
S03165,Science,Usually civil.,2/7/2025,done,F,Yes
S06410,English,Power increase can.,10/22/2024,Pend,A+,No
S04722,History,Like bill.,9/12/2024, not done ,B,Yes
S04998,Math,Work side.,11/14/2024,NOT DONE,F, 
S03710,Geography,So project.,12/4/2024,done,B-,No
S09734,Arabic,Property record former.,12/2/2024,DONE,C, 
S03952,Science,Adult dark school.,12/9/2024, not done ,C-, 
S07749,English,Should compare grow.,11/14/2024,not done,B, 
S02055,History,Sister act begin.,12/24/2024,done,F,Yes
S08722,Geography,Live white.,9/16/2024,NOT DONE,C,Yes
S05806,Geography,Affect protect.,11/18/2024,DONE,C,No
S00031,English,He along mouth.,10/31/2024, not done ,F,No
S06863,English,Career letter by.,11/2/2024,notdone,B-, 
S07175,Geography,Program believe decide.,12/26/2024,Done,D,Yes
S07390,Geography,Appear particularly.,11/17/2024,NOT DONE,A+,Yes
S09683,History,Fish a.,11/18/2024, not done ,C-,Yes
S07253,History,Window summer what.,12/25/2024,Not Done,B,No
S11185,Science,Far school again.,9/22/2024,not done,A,Yes
S07523,Science,Economic stock able.,12/3/2024,Done ,C-,No
S03437,History,Politics main.,12/23/2024, not done ,B, 
S05542,Science,Take account former.,3/5/2025,Not Done,F,No
S04478,Math,Change team without.,12/23/2024,Done,C,No
S09735,Science,Score structure high resource.,2/6/2025,Done,B-,No
S11100,Math,Purpose purpose candidate.,1/1/2025,Pend,C-,Yes
S03205,Geography,Country American.,10/20/2024,Not Done,F,Yes
S01180,Geography,Economic new concern.,10/2/2024, Done ,A+, 
S05275,English,Drug team.,12/24/2024, Done ,C-, 
S06682,Geography,Serious source recent special.,12/12/2024, Done ,A,No
S03593,Arabic,Prove price much.,11/13/2024,Done,A+, 
S08795,History,Politics technology rest.,12/8/2024,DONE,A,Yes
S04476,Geography,Which within.,9/22/2024,done,C-,No
S09318,Geography,Become special.,2/16/2025,Pending,A+,Yes
S02539,Math,Least article newspaper.,1/21/2025, Done ,C,No
S03712,Math,Should add.,11/28/2024, Done ,C-,No
S09633,English,Born responsibility ago.,3/8/2025,pending,B-, 
S02410,Geography,Bring quality buy.,10/11/2024,Done,A+, 
S07754,History,Industry degree.,12/21/2024,Done,A, 
S09968,Geography,On amount material.,1/13/2025,DONE,F,No
S02552,Science,Hold.,2/6/2025, pending ,C,No
S08110,Arabic,Piece.,10/25/2024,pending,C, 
S00019,Science,Beat short.,11/29/2024,done,A+,No
S09020,English,Enter prove reflect school.,10/21/2024,Done,C,Yes
S07070,History,I bank learn look.,12/17/2024,done,D, 
S08716,English,Blue collection candidate.,1/6/2025,pending,C-, 
S11022,History,Development of child.,1/15/2025,Done,C-,No
S07023,Arabic,Marriage training by.,10/4/2024,Pending,A, 
S08699,Math,Experience reality natural.,11/18/2024, Done ,D,No
S02024,Science,Social physical.,9/14/2024, Done ,A+, 
S08866,History,Tend table.,12/30/2024,Done ,B,Yes
S10808,English,Administration reflect relate.,11/12/2024,done,B, 
S05464,History,Happy movie other.,11/2/2024,Pending,B,Yes
S05350,Math,Compare building either small.,10/4/2024, not done ,A+,No
S06333,Math,Economic run senior.,12/22/2024, Done ,C-, 
S02354,History,Within family especially.,9/24/2024,done,A,Yes
S05419,Geography,Much something method.,2/24/2025,Done,C,Yes
S03328,Arabic,Section until.,11/17/2024, pending ,B-,Yes
S01657,English,Believe agent.,9/22/2024,Pend,A+,Yes
S11362,History,Heavy drive animal.,12/20/2024, not done ,D, 
S11188,History,Commercial control well.,9/19/2024,done,B-, 
S07357,History,His once manager.,10/8/2024,DONE,B,Yes
S10599,Geography,Concern whether level.,11/24/2024,Pend,C-,No
S00790,Science,Outside inside.,3/3/2025, Done ,D,Yes
S02344,English,Start fund.,10/9/2024, not done ,A+,Yes
S03577,History,Keep total decade.,11/4/2024,Done,B-,No
S04940,Math,Player.,12/25/2024,Done,B,Yes
S10453,English,Couple large imagine.,11/19/2024,PENDING,A+, 
S00373,Arabic,Indeed we to.,9/24/2024,Done,B,Yes
S01572,Geography,Hard production sister.,12/23/2024,not done,C-,Yes
S09588,History,Lead full.,9/14/2024, Done ,C,Yes
S02377,Arabic,Help your professional.,11/19/2024,DONE,A, 
S02297,Science,Clear really.,12/25/2024,Done ,A+,No
S08705,English,Full.,12/1/2024,not done,F,Yes
S11831,Arabic,Environment course.,3/6/2025, Done ,B,Yes
S00438,Math,Plant summer.,1/21/2025, not done ,A,No
S07495,Arabic,Consumer government around near.,1/9/2025,NOT DONE,D,Yes
S10564,Math,Skill save study.,12/19/2024,Pend,A+,No
S02301,Arabic,Fear treat special.,2/17/2025,done,C-,Yes
S07813,History,Young suffer.,3/5/2025,PENDING,B-,Yes
S05196,Science,Outside lot.,11/24/2024,Not Done,F,Yes
S09593,English,Unit.,11/3/2024,done,B,No
S01357,History,Off.,11/23/2024,Done,C-,No
S01762,English,Economic choose.,11/13/2024,DONE,C,No
S01198,Math,Artist Mrs.,1/6/2025, not done ,A+, 
S00288,Geography,Push.,11/20/2024,Not Done,D, 
S01259,Math,Partner drive.,2/25/2025, not done ,C,Yes
S08359,History,But democratic impact.,11/27/2024,not done,B,No
S08919,Math,Response financial nearly store.,1/30/2025,done,C,No
S06947,Arabic,Prevent.,10/27/2024,not done,F,No
S04677,Geography,Forward one no.,12/13/2024, Done ,D, 
S01253,English,Defense another.,11/28/2024,notdone,C-,Yes
S01469,Math,Society create main.,2/11/2025,notdone,D, 
S09250,Science,Hard forward garden.,12/25/2024,DONE,D,No
S09985,Geography,Notice six training.,9/8/2024,not done,C-,No
S10902,History,End fast event.,12/30/2024,PENDING,B-,Yes
S07403,Arabic,Real return may.,11/17/2024,DONE,F,Yes
S02377,Geography,Young question explain.,10/25/2024,Pend,C-,No
S10850,English,Assume voice plant.,1/22/2025,NOT DONE,B, 
S05767,English,Low current concern.,11/8/2024,Done ,B,No
S09169,Math,Its human save.,11/26/2024,NOT DONE,B, 
S07604,Arabic,Imagine nothing.,9/17/2024,Done,B-, 
S10417,Science,Leg range.,3/1/2025, pending ,A+, 
S10280,Math,Close water cup.,1/1/2025,NOT DONE,D,Yes
S09120,History,Mrs discussion.,12/18/2024,done,D,No
S03283,Science,Others man.,11/1/2024,DONE,D, 
S09758,Math,Light mission former.,10/26/2024, Done ,D,No
S01969,History,Head government either area.,2/7/2025,pending,C, 
S03774,Arabic,Want her specific service.,2/28/2025,done,A,Yes
S04511,English,About anyone measure.,2/18/2025,Done,F, 
S00840,Arabic,Myself into.,12/20/2024, Done ,C, 
S04262,English,Office member world.,12/16/2024,Done,C-,Yes
S04606,Geography,Service sit.,2/17/2025,DONE,D,Yes
S08968,Geography,Why four sometimes.,12/19/2024, Done ,A+, 
S11145,Math,Must dinner.,12/1/2024,DONE,A+,No
S00564,Math,Another.,2/28/2025,pending,A+,Yes
S01803,Geography,Himself put.,10/19/2024,not done,D,No
S05113,History,Very.,1/23/2025,Done ,C-, 
S04398,Science,Animal third.,10/3/2024,done,A+,Yes
S10306,Geography,Imagine face baby.,2/20/2025,Done ,A,Yes
S08734,Arabic,Drug window edge break.,1/31/2025,done,C, 
S03876,Arabic,Moment there support dark.,10/16/2024,notdone,D,Yes
S00186,Arabic,Fear sound.,11/21/2024,Done ,F,No
S01093,Science,Notice world teacher.,10/6/2024,not done,A,Yes
S04649,Geography,Recent green.,10/7/2024,DONE,B-, 
S00237,Science,Sit central right.,9/20/2024,Not Done,B, 
S03399,Arabic,Hand responsibility.,10/19/2024,not done,A,No
S03172,English,Reach treat.,2/5/2025,Done ,B, 
S07251,English,Really thank billion.,10/16/2024,Done,B, 
S08977,Arabic,Tax.,10/21/2024,done,A, 
S09618,History,Ten a.,11/25/2024, Done ,C,Yes
S06529,Arabic,Participant bring you.,1/8/2025,not done,F,No
S05805,Science,Offer project beat.,3/2/2025,PENDING,C-,Yes
S07813,Arabic,Author candidate.,12/5/2024,Pend,B,Yes
S03044,English,Push officer even.,12/21/2024, Done ,C,No
S09468,History,Baby lot fly finally.,11/18/2024,done,C,Yes
S05047,Arabic,Mention road.,10/29/2024, not done ,A+,Yes
S06857,Arabic,Husband another quality authority.,12/21/2024,Done,A+,Yes
S11677,Geography,Across pass.,2/4/2025,NOT DONE,D,No
S08941,Arabic,Leader close.,12/6/2024,Done,B,Yes
S00336,History,Oil life.,10/1/2024,Done ,A,Yes
S00719,Math,Choose drop wife.,10/8/2024,done,C, 
S04749,Geography,Eye establish according.,10/1/2024,done,B-, 
S08959,Arabic,Film she.,12/1/2024, pending ,C,No
S01959,Geography,Thought.,11/3/2024, not done ,F,No
S11220,Geography,Time clear treatment.,11/21/2024, Done ,C,Yes
S03505,Arabic,Mind.,1/10/2025,Pend,F,Yes
S05606,Arabic,Bar family attorney.,12/24/2024,pending,A+,No
S01320,Science,Assume design.,2/26/2025,not done,A+, 
S08181,Geography,Recognize another recent.,2/22/2025,DONE,B,Yes
S10206,Geography,Husband second.,3/2/2025,Not Done,A+,No
S10664,History,Thing finish.,1/22/2025, not done ,D,No
S03808,English,Seem audience speak.,10/28/2024, not done ,F, 
S04949,Geography,Difficult information.,12/10/2024, pending ,C,No
S05189,Geography,Someone decision image.,2/14/2025, Done ,C-,No
S05292,Science,Fish meeting challenge.,12/25/2024,Done ,C,Yes
S01922,Science,Support station manage.,2/8/2025,not done,B-, 
S03966,English,Of bag.,10/27/2024,notdone,B,No
S07024,Math,Someone north everybody.,1/23/2025,done,C,No
S02186,Science,For sport security.,3/3/2025,Pending,A+,Yes
S06869,Arabic,Star leg.,1/18/2025,done,C,No
S01715,Geography,Cause fall weight.,9/24/2024,Pending,D,Yes
S01960,Geography,Where affect wish.,9/8/2024,notdone,F, 
S10147,English,Set between yeah.,10/24/2024, Done ,A,Yes
S08258,Science,Professor experience.,1/17/2025,Done ,F, 
S07022,History,Machine return.,1/19/2025,Not Done,D, 
S04739,Math,Myself finally.,10/4/2024,PENDING,F,Yes
S11183,History,Charge behind.,9/8/2024,Done ,B,Yes
S00516,Geography,Building we course.,9/16/2024,Done,B, 
S01360,Arabic,Democratic each indicate.,10/13/2024,done,B-, 
S02127,English,Service skill.,2/2/2025,Pend,C,No
S00107,Geography,Example story.,1/22/2025,done,D,Yes
S02317,Arabic,Describe line.,2/7/2025,done,D,Yes
S01670,English,Pressure unit.,1/22/2025, Done ,D,Yes
S05373,Arabic,Join trial view.,9/28/2024,Done ,B-,No
S04867,English,Day today success.,10/8/2024,Pend,C-, 
S03547,Math,Key ground.,2/23/2025,done,C-,No
S07243,Arabic,Tonight last take.,2/14/2025,notdone,F,Yes
S09659,History,Best character assume.,12/9/2024,DONE,C-,No
S06837,Science,Protect produce enter skin.,1/2/2025,NOT DONE,B-,Yes
S06293,Math,Like draw.,2/6/2025, Done ,A,No
S00860,Geography,Onto great.,12/18/2024,Pend,D, 
S05817,Science,Office front window.,11/13/2024,DONE,C, 
S01331,English,Ball threat treat.,10/20/2024,Done ,B-,Yes
S06565,Geography,Thank a white.,10/6/2024,done,C-,No
S07567,Arabic,Yard box.,11/30/2024,Pending,B, 
S07456,Math,From actually shake.,1/21/2025,NOT DONE,A,No
S09695,Science,Late whole.,9/12/2024,not done,C-, 
S08175,History,Talk speech.,1/13/2025,Done,A+,Yes
S05982,Science,Shake election great.,12/25/2024,Done ,C,No
S03063,Arabic,Color let himself bring.,12/7/2024, Done ,A,No
S06630,Science,Box maybe.,11/15/2024,NOT DONE,A,Yes
S06598,Science,Despite economy industry.,10/26/2024,DONE,C, 
S00843,History,Gas international.,11/9/2024,DONE,B-,No
S00488,English,It.,12/26/2024,DONE,F,Yes
S11392,Geography,That budget.,11/2/2024,DONE,B, 
S10927,English,Spring rest.,10/1/2024,notdone,B-, 
S06493,Geography,Land admit.,11/8/2024, not done ,D,Yes
S02185,Math,Turn adult.,12/18/2024,notdone,C-, 
S02623,Arabic,Raise ball former.,10/25/2024,done,A+,Yes
S11433,Arabic,Allow.,9/26/2024,Done,D,No
S08813,Math,Case employee.,12/8/2024,Done ,C,No
S08693,History,Data community.,9/29/2024,notdone,A,No
S06174,Arabic,Pressure give.,2/8/2025,pending,C-, 
S05597,Math,Recognize result.,1/28/2025,Done ,C-,Yes
S09559,Math,Next care may.,11/12/2024,Done,B-,Yes
S05121,Science,Skill interview.,9/28/2024,DONE,D, 
S03843,Math,Least option.,10/1/2024,notdone,D,Yes
S11543,Science,Environment until.,1/3/2025,not done,D,Yes
S01570,History,Central employee much.,9/17/2024,Done ,C-,No
S04634,Geography,Anything she treatment.,12/17/2024,PENDING,C-,No
S05595,English,Soon message fly but.,11/8/2024,PENDING,B, 
S04935,Geography,Party two answer.,12/15/2024,Pend,A, 
S12146,Math,Partner approach bill.,1/13/2025,done,C,Yes
S04699,Science,Five manager choose.,9/20/2024,done,C,Yes
S01869,Arabic,Ready ready.,9/27/2024,pending,F,Yes
S05512,English,Today friend risk.,10/20/2024,notdone,C-, 
S00264,English,Challenge ready up.,12/19/2024,Done,C,No
S06800,Arabic,During study she.,10/10/2024,Pend,C-,Yes
S03456,Math,Bit pass foot.,12/6/2024, not done ,B,Yes
S03937,Geography,Finally necessary.,2/22/2025,Done,D, 
S06162,Math,Where feeling tough.,10/18/2024,not done,A,Yes
S08084,English,Receive trade however easy.,12/26/2024,DONE,A, 
S08592,Arabic,Tough strategy sometimes.,2/2/2025, Done ,C,No
S09725,Math,Letter oil show.,11/18/2024,PENDING,F,No
S00535,History,Social end approach.,9/8/2024,Done,B, 
S07262,Science,Protect result.,1/7/2025,Not Done,C,No
S12011,English,Ability.,10/18/2024,Pend,D, 
S09607,History,Line black.,12/9/2024,not done,A+,No
S01527,History,Personal.,11/24/2024,done,B,Yes
S01844,Science,Movement.,11/22/2024,not done,D,No
S02172,Geography,Social wrong.,10/29/2024, Done ,F, 
S07239,History,There exist home.,1/12/2025,not done,D,No
S10002,History,Account.,11/20/2024, Done ,C,No
S08850,Math,Box out usually.,1/2/2025,Done,A, 
S10110,Science,Sure too.,2/28/2025,PENDING,D,No
S04204,Geography,Way lose war.,1/10/2025,DONE,B-,Yes
S08814,Geography,Effort another.,1/26/2025, pending ,B-,No
S09452,Geography,Meet most information.,11/30/2024,Done,C-,Yes
S09144,Geography,Himself reflect stop huge.,1/29/2025,Done,C-, 
S00900,Math,Moment.,10/3/2024,Pending,C,Yes
S01695,Math,Government practice probably.,12/3/2024,not done,A+,No
S07531,English,Doctor start.,10/8/2024, not done ,F,Yes
S03083,Geography,Reveal begin.,9/16/2024,Done,A,Yes
S02262,Geography,Debate attack.,9/19/2024,Done ,D, 
S07737,English,Learn wide.,11/17/2024,Pending,F,No
S06190,History,Want.,11/13/2024,NOT DONE,C-,No
S08556,History,Strategy really how.,1/11/2025,notdone,C-,No
S06089,Arabic,Public alone.,10/3/2024,PENDING,A+,No
S01194,Math,Improve structure.,2/2/2025,notdone,F,No
S08272,Math,Party travel environment.,9/10/2024,Done,C, 
S00844,Arabic,Just lay top.,10/22/2024,NOT DONE,D, 
S09508,Arabic,It family.,10/7/2024, Done ,C-,Yes
S12083,Arabic,Agree be be.,12/22/2024,Not Done,A,Yes
S04944,Geography,Short.,10/25/2024,notdone,B-, 
S04784,History,Line newspaper owner.,12/2/2024,not done,D,No
S01236,Science,Eye from.,2/22/2025,NOT DONE,C,No
S03919,English,Standard eye.,11/18/2024,DONE,B,Yes
S04512,Science,Environmental pick despite.,1/27/2025,NOT DONE,A+,No
S10972,English,West purpose interesting.,2/2/2025,notdone,D, 
S04149,English,Laugh road identify.,12/6/2024,done,B,Yes
S03220,Science,Require.,11/12/2024,DONE,C-,Yes
S09210,Geography,Now painting.,11/2/2024,Done ,D,No
S10126,Science,I figure.,10/3/2024, not done ,B, 
S00498,Science,Traditional provide view.,2/17/2025,NOT DONE,C,No
S07787,English,Single mouth memory.,11/6/2024, not done ,A, 
S04466,Geography,Surface else visit.,1/2/2025,Done ,A+, 
S01821,English,Than character.,2/2/2025,notdone,A+, 
S02378,Math,Break address environmental.,9/13/2024,Done ,C-,No
S11820,English,Building why few.,1/31/2025,Pending,C, 
S07129,History,Administration benefit.,11/18/2024, pending ,C,Yes
S00246,English,Article hospital threat.,1/1/2025,DONE,C,Yes
S11295,Geography,One.,12/26/2024,Done,B-,Yes
S01367,Math,Develop true wear.,10/12/2024,Pend,C,No
S10432,English,Wish such meeting kind.,2/25/2025,Pend,C-,No
S08888,Geography,Push type husband way.,12/22/2024,Pend,B,No
S04556,Science,Member buy certain.,1/17/2025, Done ,B-,No
S11644,Math,South family class.,1/13/2025,Pending,A, 
S01916,English,Material rock order.,1/16/2025, Done ,C-,Yes
S00820,Science,Tough suffer finally.,10/31/2024,Done,B-, 
S06158,Math,Send teacher stay.,2/22/2025,Not Done,D, 
S05509,Science,Pull once give measure.,10/28/2024,Not Done,C-,No
S01973,Geography,Fire back.,11/15/2024,done,F, 
S10379,Geography,Night some trial.,9/8/2024,Done,B-,Yes
S00931,Geography,Democratic reason society.,11/12/2024,done,C, 
S07045,Geography,Issue important him.,2/8/2025,PENDING,A, 
S05416,Science,Wonder view half.,11/8/2024,NOT DONE,B,Yes
S00653,History,Affect stuff.,9/23/2024,done,B, 
S00029,English,Economy recognize usually.,10/21/2024,Done,F,Yes
S04601,History,Modern prevent.,3/5/2025,DONE,D, 
S11567,Arabic,Alone another.,1/4/2025,Done,F, 
S05317,English,Recognize news parent.,12/21/2024,not done,A+, 
S08272,History,Piece fine continue.,12/7/2024,not done,B,No
S07870,History,Owner candidate project.,10/23/2024,notdone,F,Yes
S07420,History,Public financial mission.,1/21/2025, pending ,B-, 
S08964,Science,Really prove prevent.,2/2/2025, not done ,F, 
S01320,English,Item walk between.,9/10/2024,Done ,A+,Yes
S00103,English,People their reduce.,10/14/2024,notdone,F,No
S11954,Science,Within nice.,11/19/2024, pending ,F,Yes
S01253,Geography,Week inside table.,2/23/2025,not done,B, 
S08996,Science,Dark.,1/13/2025,done,C,No
S03219,English,Paper guess.,2/28/2025,Pend,C-,Yes
S08380,Arabic,Program fact resource.,10/1/2024, not done ,A+,Yes
S04094,Science,Which season.,9/8/2024, not done ,A+, 
S07729,History,Rate sport.,1/24/2025, Done ,A+,Yes
S03003,Math,True total.,11/14/2024, Done ,B, 
S00080,Arabic,Gas gas.,1/16/2025,Done ,B, 
S01654,English,Magazine data PM.,2/21/2025,Done,A+,No
S08844,Math,Least exist.,3/8/2025, Done ,B,Yes
S03067,History,Staff media modern.,11/5/2024,DONE,A+,Yes
S02616,Science,List decision.,11/9/2024,DONE,C-,No
S05816,English,Owner eat science.,2/24/2025,not done,B,No
S06812,Arabic,Into candidate mother.,12/31/2024,pending,F, 
S07887,Geography,Specific specific.,12/13/2024,NOT DONE,C,No
S11511,Science,Worry information and.,10/29/2024, Done ,D,Yes
S00776,English,Especially that everybody toward.,2/19/2025,done,D, 
S10195,Arabic,Language dream person.,1/21/2025,Done ,A+,No
S06881,History,Example education arm.,9/10/2024,Pending,A,Yes
S04467,Science,Current who.,2/2/2025,Done,B, 
S02608,History,Some current attention claim.,11/5/2024,notdone,A+,No
S01208,Geography,Now determine.,2/21/2025, Done ,D,No
S07201,Science,Long yourself.,9/25/2024,done,B,No
S10548,English,Still us.,12/12/2024,Done ,A,No
S07314,History,First enjoy thank.,1/9/2025,DONE,A+, 
S06320,Math,Center stuff.,10/23/2024,DONE,F,Yes
S03577,Arabic,Draw a.,9/16/2024,Done ,F, 
S02336,Science,Pattern property.,2/4/2025,done,C,Yes
S05678,Math,Treatment community car.,1/28/2025,notdone,D,No
S05205,Math,See cell loss.,10/1/2024,DONE,B-,Yes
S06646,Science,Drop above than.,9/26/2024,Not Done,B-, 
S09340,Arabic,Significant suffer.,1/29/2025,DONE,F, 
S03466,Math,Thank manager daughter.,10/16/2024,not done,A+, 
S06846,Arabic,Field away question.,2/15/2025,notdone,D, 
S07028,Geography,Daughter store.,2/9/2025,done,B,Yes
S06630,Geography,Fire hour feel.,2/28/2025,done,B-,No
S02103,Geography,Whose account push.,1/4/2025,Done ,D, 
S09699,Geography,When result.,10/21/2024, not done ,A,No
S00890,English,Explain heavy.,11/28/2024,Done ,A+, 
S04772,Math,Likely protect small.,9/30/2024,Pend,B,No
S00944,English,Yourself.,9/14/2024, Done ,A,No
S02403,Arabic,Value glass.,11/30/2024,Pend,D,Yes
S03904,Arabic,What coach.,10/5/2024,Not Done,A+, 
S07065,Science,Analysis most.,10/16/2024, not done ,A, 
S02433,Arabic,Couple mention.,11/4/2024, Done ,A+,Yes
S03887,Science,Land find.,1/7/2025,Not Done,D,Yes
S09806,Science,Hold become manager.,12/6/2024,NOT DONE,A+,No
S06879,Arabic,Tv state face.,10/23/2024,not done,D, 
S01888,Geography,Shake international impact.,9/9/2024,notdone,A+,No
S00841,Science,Space book.,12/5/2024,DONE,C-,Yes
S06906,Arabic,We short assume.,1/27/2025,pending,C-,Yes
S04683,Math,Film decade.,11/26/2024,Done,C,Yes
S11564,Arabic,Difficult themselves.,10/28/2024,done,C,No
S00016,Math,Reveal action.,1/18/2025, Done ,B,No
S07299,History,Ask already student.,12/11/2024,notdone,A+,Yes
S03146,History,Easy loss stage.,2/1/2025,Done ,B, 
S08197,Science,Benefit watch paper.,12/27/2024,NOT DONE,D,No
S10910,Math,Soldier southern.,2/15/2025,NOT DONE,C-,Yes
S01952,Math,Image position prevent test.,12/19/2024,Done ,B,No
S04188,Arabic,Soldier region woman.,9/15/2024,Done ,F,No
S08265,Math,Successful company.,10/1/2024,DONE,A,Yes
S11043,Math,Something himself.,10/25/2024,Done ,C-, 
S09245,History,Draw I result.,2/14/2025,Done,B,Yes
S09450,Math,Yard especially language.,11/5/2024,DONE,A,No
S03406,Arabic,Indicate budget.,10/17/2024,pending,C,Yes
S00338,Math,Far impact.,11/25/2024,Done,B-,Yes
S08384,Math,Peace particularly.,12/26/2024,notdone,C-,No
S04029,Science,Begin spend.,11/9/2024, Done ,B-, 
S05518,Science,Across ever skill once.,11/20/2024, Done ,C, 
S07598,History,Example knowledge science play.,12/7/2024,notdone,F,Yes
S08562,History,Red behavior area answer.,2/9/2025,Pend,A+, 
S00987,Math,Attack air democratic.,12/7/2024,Done,F,No
S02069,History,Floor later energy.,11/4/2024,Done,B-,Yes
S06246,History,Help available.,12/9/2024,Not Done,C,No
S08294,Geography,Run hit.,10/15/2024,done,B, 
S05316,English,Century whom investment.,10/24/2024, Done ,A+,No
S05932,Geography,Do indicate resource.,10/10/2024, not done ,B,Yes
S08497,English,Represent country.,10/3/2024,Done ,C-, 
S11956,Arabic,Yeah stuff long.,9/10/2024,done,C,Yes
S02089,Science,Part assume hand stage.,1/31/2025,done,C,Yes
S02560,Math,Character page really.,2/8/2025,DONE,F,No
S11775,Arabic,Within story management.,11/16/2024,not done,C-, 
S08031,Arabic,Yeah despite.,12/8/2024,Pending,A, 
S01229,Geography,Present top.,1/31/2025,Done,C, 
S08758,English,He manage.,2/2/2025,pending,A, 
S10614,Math,Toward.,1/2/2025,not done,B, 
S09767,Science,Why.,10/2/2024,Not Done,F,Yes
S00404,Geography,Two quite fast.,10/29/2024,Pending,C-,Yes
S02956,Geography,Million capital material.,11/16/2024,Done,A, 
S07078,Geography,Pressure.,2/6/2025,Done,C-,Yes
S04143,Arabic,Full nation.,1/21/2025,notdone,B, 
S00679,Geography,More doctor character.,2/26/2025,notdone,B,Yes
S07909,Geography,No.,2/24/2025,done,F,Yes
S00075,History,Treatment strategy friend.,2/27/2025,Pending,A+, 
S01349,Science,Never during create.,12/19/2024,Done ,A,Yes
S10720,English,Style easy.,11/12/2024,NOT DONE,A+,Yes
